symbol,quantity,price,timestamp,index_current,index_class,dominance_btc_global,percent_1h_token,percent_24h_token,percent_7d_token,rsi_value,intensity
MATIC,10.35,0.56,2023-09-05 09:35:08,40,Fear,50.8233114949981,0.0443512263295297,1.59669460093991,0.460213472164933,57.313997477931906,1.1549999999999998
MATIC,10.21,0.55,2023-09-06 08:52:09,42,Fear,50.7948252893636,0.285827271024717,-0.580200241902428,-3.44664922484684,50.46854082998656,1.134
MATIC,9.55,0.55,2023-09-07 08:52:08,41,Fear,50.8160060409102,0.370723541793144,0.0286225821534759,-4.07055327706636,53.86649041639126,1.059
MATIC,13.78,0.54,2023-09-08 08:52:08,46,Fear,50.9897730913905,-0.0196652599276552,-2.19380517237128,-1.33169027471505,51.05431309904152,1.5
MATIC,14.01,0.54,2023-09-09 13:38:04,41,Fear,50.9166756680624,0.053480547393354,-0.175678421191204,0.368948211726532,43.38959212376932,1.5150000000000001
MATIC,16.48,0.521,2023-09-10 10:40:04,40,Fear,51.1170053475042,-0.67583098003312,-3.78491136205072,-4.31819064910964,38.18069306930692,1.7189999999999999
MATIC,13.3,0.504,2023-09-11 08:52:02,40,Fear,51.4019039094272,0.144386858294499,-4.13776865298196,-6.51975746134745,33.199310740953464,1.3439999999999999
MATIC,24.01,0.509,2023-09-12 08:52:02,30,Fear,51.6338607141478,-0.344804298631944,0.56042432255652,-9.30987970126199,22.87751134154246,2.445
MATIC,15.1,0.511,2023-09-13 08:52:02,41,Fear,51.7121631736555,-0.124172279626859,0.596837724815379,-7.68107082232318,28.445099484156188,1.545
MATIC,12.05,0.522,2023-09-14 08:52:02,45,Fear,51.8157215676777,0.695851075212829,2.4432956089812,-5.38958689991584,34.840055632823365,1.26
MATIC,12.85,0.519,2023-09-15 08:52:03,45,Fear,51.6359720052313,0.163581401820383,-0.964207024648014,-4.44939245138063,41.142384105960225,1.335
MATIC,12.68,0.526,2023-09-16 08:52:03,43,Fear,51.573827120819,-0.473420701953779,1.34317425406981,-2.98747518947865,42.99595141700401,1.335
MATIC,16.34,0.523,2023-09-17 08:52:02,46,Fear,51.6524331862731,-0.2617860829272,-0.468170509475516,-1.19320548277941,42.7667984189723,1.71
MATIC,12.54,0.532,2023-09-18 08:52:08,46,Fear,51.9762476206877,-0.330794231058918,1.66331357235832,5.30606127746235,44.05594405594402,1.335
MATIC,11.02,0.537,2023-09-19 08:52:08,46,Fear,51.9294973407087,0.469936437472887,1.18814787316172,5.62046333483812,40.04995836802658,1.185
MATIC,9.22,0.542,2023-09-20 08:52:07,47,Neutral,52.0092610855435,0.740224628303493,0.398170760122519,5.52446228868434,47.08442123585725,0.885
MATIC,12.33,0.526,2023-09-21 08:52:09,47,Neutral,51.9485409664058,-0.46249700225215,-3.11158961187568,0.877962253566686,38.96307934014134,1.2975
MATIC,15.47,0.519,2023-09-22 08:52:12,43,Fear,51.8651546251182,-0.0755642524617553,-1.07870693752474,0.420832581320077,40.85667215815481,1.6065
MATIC,9.94,0.52,2023-09-23 08:52:13,47,Neutral,51.8645615395575,-0.15922385182151,0.266902938997796,-1.32709676270074,41.300813008130035,1.0350000000000001
MATIC,10.85,0.522,2023-09-24 08:52:14,44,Fear,51.8356739198549,-0.114517865706632,0.142422473797181,-0.578775200989397,50.43144774688394,1.134
MATIC,9.72,0.514,2023-09-25 08:52:08,47,Neutral,51.6301103189287,0.099530653620533,-1.66113838857454,-3.87303528455733,56.363636363636324,0.825
MATIC,10.84,0.519,2023-09-26 08:52:12,46,Fear,51.5808191388279,-0.0971844496196318,1.27751936100093,-3.19182885898827,54.58823529411761,1.125
MATIC,16.89,0.509,2023-09-27 09:09:55,44,Fear,51.6591216418603,-0.602918378016829,-1.72504370063763,-5.16259656927084,46.50349650349649,1.7189999999999999
MATIC,13.04,0.511,2023-09-28 08:52:14,46,Fear,51.5191575821348,0.0274220462778051,-0.348410029141264,-3.29126395324402,42.72409778812567,1.335
MATIC,9.6,0.521,2023-09-29 08:52:08,48,Neutral,51.447054697779,-0.086020423264208,1.99863129659564,0.268964597934894,50.60240963855422,0.825
MATIC,9.41,0.531,2023-09-30 08:52:08,47,Neutral,51.4031532677059,0.695383190962504,1.98612933562893,1.88771521764266,52.072263549415524,0.675
MATIC,9.04,0.552,2023-10-01 08:52:08,48,Neutral,51.4069540541211,-0.507959560233279,4.22276382622704,5.86181715727078,63.16725978647688,0.825
MATIC,8.89,0.562,2023-10-02 08:52:09,50,Neutral,52.1424617007687,-0.427264032149577,1.7898138649639,9.86528217140817,63.9686684073107,0.825
MATIC,8.8,0.568,2023-10-03 08:52:09,50,Neutral,51.9570173868736,1.13549574831089,0.569703713399702,9.04012257913143,60.72761194029856,0.675
MATIC,8.62,0.579,2023-10-04 08:52:08,49,Neutral,52.1489926578963,-1.46991132160897,2.30184102517129,13.0175683968295,65.73839662447261,0.825
MATIC,8.91,0.561,2023-10-05 08:52:10,48,Neutral,52.5024147599631,0.0574831954548154,-3.31677249906639,9.94246489912451,67.43718592964835,0.825
MATIC,8.96,0.557,2023-10-06 08:52:12,50,Neutral,52.2483978841979,0.922400524180056,-0.538159174208678,7.22089316175915,67.9852805887765,0.825
MATIC,8.74,0.572,2023-10-07 10:06:49,49,Neutral,52.489652602325,-0.176431250667101,2.0003497430481,7.41658434947926,71.31079967023915,-0.54
MATIC,8.89,0.562,2023-10-08 08:52:09,50,Neutral,52.5569808452557,0.211562371228722,-1.67587980586456,1.49235576516233,66.08280254777077,0.825
MATIC,9.27,0.539,2023-10-09 08:52:07,50,Neutral,52.6582133488614,0.515114568270684,-4.00277164718717,-4.75697241758611,57.96089385474867,0.825
MATIC,11.49,0.522,2023-10-10 08:52:10,50,Neutral,52.8377551351889,-0.179935038175755,-3.24446267315365,-7.0906642735799,51.939924906132696,1.2000000000000002
MATIC,11.69,0.517,2023-10-11 08:52:11,47,Neutral,52.6274899191238,-0.0749766512042333,-0.991750493665183,-11.9861829363697,53.61757105943156,1.209
MATIC,18.54,0.51,2023-10-12 08:52:12,45,Fear,52.554496979027,-0.431863099344032,-1.42615327052276,-9.12551945679825,46.61705006765903,1.89
MATIC,14.74,0.513,2023-10-13 08:52:09,44,Fear,52.5865653292475,-0.301061894738286,0.755914064820695,-7.08412392820407,46.393117140966275,1.5150000000000001
MATIC,9.64,0.518,2023-10-14 08:52:10,47,Neutral,52.545098999526,0.142703815879833,1.01797214455623,-9.52884821462686,44.482522275531224,0.9600000000000001
MATIC,13.08,0.514,2023-10-15 11:09:15,45,Fear,52.4995709338435,0.0367118550040705,-1.21534197625297,-8.29461527192634,34.84735666418469,1.3439999999999999
MATIC,9.89,0.523,2023-10-16 08:52:09,47,Neutral,52.8998820532518,-0.454109097221077,1.71104597682472,-2.41684824946645,38.406827880512104,1.0350000000000001
MATIC,12.43,0.521,2023-10-17 08:52:07,52,Neutral,53.4638677690767,-0.889581293057375,-0.409062400286344,0.412980083160515,31.17088607594944,1.2975
MATIC,13.71,0.514,2023-10-18 08:52:09,50,Neutral,53.520700111195,-0.313446311564593,-1.38828455606951,-0.580068367612256,31.225604996096862,1.4100000000000001
MATIC,10.12,0.511,2023-10-19 08:52:09,52,Neutral,53.8732328990883,0.168516137679981,-0.836467514281913,-0.0803265229317313,33.5570469798658,1.0350000000000001
MATIC,9.74,0.531,2023-10-20 04:52:09,53,Neutral,54.1792166119457,-0.301145300993356,4.27632272065408,3.71954871484828,34.861591695501744,1.0350000000000001
MATIC,8.75,0.571,2023-10-21 12:05:16,63,Greed,54.057296017125,0.119334888522527,7.34491948580536,9.90615793336348,53.41614906832295,0.31499999999999995
MATIC,8.9,0.562,2023-10-22 04:52:08,53,Neutral,54.0529889155397,-0.218423679005948,2.37200125011871,8.65561820110554,50.48923679060664,0.8340000000000001
MATIC,8.21,0.608,2023-10-23 04:52:07,53,Neutral,54.0817095227123,-1.96282752117107,8.01983825830419,16.0865211995838,71.72011661807576,-0.54
MATIC,7.72,0.647,2023-10-24 04:52:10,66,Greed,55.6515298745059,0.915275251180024,5.81106845219912,22.0002672342293,83.2990750256937,-1.125
MATIC,8.01,0.624,2023-10-25 04:52:10,72,Greed,55.8485684086366,0.74241646722608,-3.48358869706052,20.544823213163,84.06759203379592,-0.9
MATIC,7.68,0.651,2023-10-26 04:52:10,71,Greed,55.4773413178135,-0.383083274893455,4.02400943626367,27.6773768186375,88.29502939604488,-0.9750000000000001
MATIC,8.0,0.624,2023-10-27 04:52:09,70,Greed,55.6730576671102,0.191312586281306,-3.97679253818999,17.5391350041412,78.52822580645159,-0.9
MATIC,8.01,0.624,2023-10-28 04:52:09,65,Greed,55.5693203247868,0.002224808056479,-0.118806712504903,13.9371830880611,77.31629392971243,-0.9750000000000001
MATIC,7.99,0.625,2023-10-29 04:52:10,72,Greed,55.6780348942328,0.0104611350936138,0.341701417278696,11.0880205838451,79.99999999999994,-1.05
MATIC,7.76,0.644,2023-10-30 04:52:07,68,Greed,55.5585642286479,1.03425329057456,3.1041913117114,3.99177313369213,81.30699088145892,-1.05
MATIC,7.75,0.645,2023-10-31 04:52:11,66,Greed,55.4369231860639,0.0121512094529623,-0.170877828570011,0.371314300233131,80.46488625123636,-0.9
MATIC,7.93,0.63,2023-11-01 04:52:09,66,Greed,55.4339049660609,0.114386422171058,-2.14888356538434,1.59411064063235,76.62817551963046,-0.9
MATIC,7.43,0.672,2023-11-02 04:52:08,72,Greed,55.5466213416578,0.391518168413959,6.66368194217275,2.96055960991692,78.89094269870608,-1.05
MATIC,7.64,0.654,2023-11-03 04:52:07,65,Greed,55.2005806037968,-0.626965075028962,-2.52527605416375,5.19148301315235,75.37731780940061,-0.6285000000000001
MATIC,7.44,0.671,2023-11-04 06:15:42,68,Greed,54.9787068929364,-0.0268317709793455,3.47865034985995,8.09548356403924,73.23019221753398,-0.9
MATIC,7.24,0.689,2023-11-05 04:52:07,70,Greed,54.7473717896906,1.39056408844493,2.2422289110859,10.4449979762351,78.54903716972682,-1.05
MATIC,7.08,0.705,2023-11-06 04:52:07,74,Greed,54.507009663561,0.842210314438612,2.18722227850771,9.69147663680047,76.03801900950474,-1.05
MATIC,6.94,0.72,2023-11-07 04:52:08,68,Greed,54.23897729671,-1.38432211838248,1.47479609751716,11.3644978899132,74.96079456351278,-0.9
MATIC,6.58,0.759,2023-11-08 04:52:07,66,Greed,54.4563018734396,-0.870711364750727,5.57869190090927,20.6024738376389,74.75563110922224,-0.891
MATIC,6.12,0.816,2023-11-09 04:52:10,69,Greed,54.9585694777675,0.220336207774825,7.50315371893065,21.7412123437786,85.7142857142857,-1.05
MATIC,5.97,0.837,2023-11-10 04:52:10,70,Greed,53.8733389655573,1.76458341951566,2.40326939257208,26.6042278568794,86.71928620452984,-1.125
MATIC,6.12,0.816,2023-11-11 04:52:09,70,Greed,54.1627255470868,0.550408919591007,-2.31863091398883,21.4349535089188,82.61309925725861,-0.9
MATIC,5.98,0.835,2023-11-12 04:52:08,73,Greed,53.9840165143288,0.874968773595761,1.91437676197803,22.4196133267354,83.50829664747715,-1.05
MATIC,5.62,0.889,2023-11-13 04:52:08,72,Greed,53.9981057893094,-0.945922416391603,6.2438261040671,26.1560119956131,85.59171597633137,-0.9
MATIC,5.35,0.933,2023-11-14 06:03:15,69,Greed,53.9755797345949,-2.27863931285343,6.5166287535403,30.203581524969,92.07975630019386,-0.891
MATIC,5.31,0.941,2023-11-15 04:52:07,60,Greed,53.7314567098248,-0.872341138584579,-2.36678220905847,23.5719019156811,93.93689986282578,0.26249999999999984
MATIC,5.51,0.906,2023-11-16 04:52:08,70,Greed,54.1076488672041,-2.31494299781174,-4.15279225625964,10.8604331014364,90.86569064290262,-0.6375000000000001
MATIC,5.88,0.849,2023-11-17 04:52:08,63,Greed,54.0672733549413,-0.869680904397681,-6.01370140084609,3.10372087663071,75.87657784011222,0.26249999999999984
MATIC,6.12,0.816,2023-11-18 10:24:58,69,Greed,54.6113263423153,1.29006740419342,-1.4629966033466,-2.26511414629763,67.45052386495927,0.46499999999999997
MATIC,6.0,0.833,2023-11-19 04:52:37,66,Greed,54.3818545889457,-0.160616086469266,3.28272640685734,1.07427124190437,67.48080949057922,0.474
MATIC,5.8,0.861,2023-11-20 04:52:38,69,Greed,54.2156608507769,1.16981755010839,2.92983436090533,-3.60278404333165,67.21388367729833,0.38999999999999996
MATIC,6.25,0.799,2023-11-21 04:52:38,71,Greed,54.5517633191698,0.373046163182909,-6.68533363273468,-16.5075025725731,60.599382988100494,0.46499999999999997
MATIC,10.39,0.757,2023-11-22 04:52:38,62,Greed,54.4080040796872,0.389166969827062,-5.22522412522668,-20.5979878134681,46.61489929628732,1.575
MATIC,6.39,0.782,2023-11-23 04:52:38,66,Greed,54.3696886322468,0.0453398217712514,2.84747934349256,-15.4315500187408,43.852459016393446,0.609
MATIC,6.32,0.791,2023-11-24 04:52:38,66,Greed,54.2559239730456,1.12989796052234,1.20804653450599,-7.82746206936454,45.70193285859612,0.609
MATIC,6.78,0.773,2023-11-25 04:52:38,73,Greed,54.3731700024384,-0.421836682764102,-2.34391688033784,-4.10979407316792,44.48529411764705,1.05
